label,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v
left,0.59856987,0.304562122,-0.295285225,0.999818623,0.219406098,0.523510873,-0.097725838,0.999812901,0.749587059,0.789273858,-0.248284787,0.868755102,0.24124606,0.9450683,-0.0982012,0.522695661
left,0.59555161,0.304750919,-0.253676385,0.999836624,0.217065454,0.533910155,-0.099314533,0.999821365,0.748246789,0.790398657,-0.189910844,0.867232442,0.24170427,0.963253736,-0.110495985,0.507104099
left,0.595742881,0.305048317,-0.265275061,0.999832213,0.215811849,0.534376562,-0.103255495,0.999816537,0.748214841,0.794009328,-0.236034632,0.861347675,0.243387073,0.96318686,-0.133347124,0.491068512
left,0.594622135,0.305272907,-0.300948322,0.999834776,0.214971498,0.536693752,-0.087080881,0.999814153,0.747820854,0.798173785,-0.261046976,0.863120377,0.243298858,0.968520463,-0.103443608,0.489806414
left,0.519234776,0.341907084,-0.232319072,0.999864399,0.180980176,0.537125945,-0.064418085,0.999746501,0.660389245,0.744389176,-0.191112712,0.905569196,0.189018279,0.932368279,0.027514318,0.609912872
left,0.51774621,0.342057645,-0.233628914,0.99986589,0.180534869,0.537534475,-0.061465599,0.999747872,0.659468591,0.745110571,-0.196223855,0.905285954,0.1870033,0.932758331,0.034361307,0.607653916
left,0.51842761,0.345600992,-0.227948979,0.999870479,0.179021671,0.538827002,-0.104128346,0.999754786,0.659384072,0.753079653,-0.192107588,0.904673219,0.186877698,0.93608731,-0.018169738,0.605803549
left,0.518517077,0.346224695,-0.210586354,0.999876022,0.178528622,0.539805114,-0.101910628,0.999758065,0.658645868,0.756307542,-0.177662864,0.901690185,0.186203972,0.937171578,-0.027879428,0.598489225
left,0.518658042,0.347063482,-0.222859576,0.999881923,0.177877158,0.541483104,-0.079107679,0.999761462,0.657824874,0.757099569,-0.195415527,0.900703728,0.18576169,0.940754592,-0.003885858,0.590684474
left,0.518346786,0.346441358,-0.218593448,0.999886513,0.177242011,0.541444421,-0.084574372,0.999761581,0.657272279,0.75681591,-0.187557921,0.900162816,0.185490936,0.94222939,-0.011520525,0.586865544
left,0.518380344,0.346245736,-0.251706153,0.999887824,0.177221447,0.537859321,-0.067557931,0.999764979,0.65612781,0.753765166,-0.22177434,0.901055276,0.183213845,0.940501273,0.021672273,0.584767044
left,0.518795013,0.346673876,-0.228234842,0.999891996,0.1770657,0.540995419,-0.07442008,0.999768496,0.656182468,0.754455507,-0.205346704,0.89952004,0.18318364,0.942515373,-0.006728218,0.582145154
left,0.518692374,0.346815765,-0.226350069,0.999894321,0.176532581,0.543859482,-0.08349254,0.99976927,0.656172633,0.754820406,-0.19410719,0.89877224,0.182915941,0.948643029,-0.020214574,0.583628774
left,0.518349767,0.346485555,-0.264158547,0.999887228,0.176071137,0.540857375,-0.069558285,0.99975574,0.655360997,0.755417287,-0.243225619,0.900239766,0.184663624,0.945874393,0.007652834,0.585553825
left,0.515788734,0.345897853,-0.264580727,0.999890149,0.175898135,0.540614188,-0.039212599,0.999760628,0.654864907,0.754705369,-0.251051188,0.904127717,0.18279162,0.946935117,0.035045836,0.594650149
left,0.515331626,0.346166313,-0.263131857,0.999890029,0.175550029,0.542304456,-0.048480917,0.999761939,0.65438509,0.755607545,-0.246948689,0.904029191,0.18115899,0.950790405,0.026498035,0.594738424
left,0.512831748,0.345894784,-0.248559088,0.999890924,0.175070003,0.542007506,-0.049734939,0.999769449,0.65312767,0.754011393,-0.216701105,0.905023515,0.180409476,0.949147046,0.025139745,0.598137558
left,0.509964764,0.346047312,-0.228746206,0.999891996,0.174338132,0.545972288,-0.056832008,0.999769866,0.652362466,0.755457759,-0.205953881,0.902466238,0.175560012,0.958069742,0.003748843,0.592102468
left,0.509446859,0.347556204,-0.21753113,0.999893665,0.172240049,0.550427616,-0.076793402,0.999775887,0.652049363,0.757283092,-0.191585869,0.899790645,0.172915056,0.963176608,-0.017193731,0.595048726
left,0.508446991,0.346920073,-0.235779852,0.999891579,0.17053397,0.545937777,-0.083460636,0.999786377,0.651559949,0.757559657,-0.197837085,0.897522211,0.170696616,0.958378255,-0.017180117,0.600735545
left,0.503434777,0.344186723,-0.245129392,0.999893188,0.169772014,0.541608989,-0.034502216,0.999791384,0.650354743,0.756374359,-0.213221982,0.898523092,0.170475677,0.951431811,0.031264376,0.603207052
left,0.502188563,0.343693465,-0.245103925,0.999888957,0.16916883,0.540104091,-0.050423056,0.999792039,0.64908421,0.755976498,-0.220999748,0.89750427,0.170548484,0.949582458,0.017110124,0.608300149
left,0.502062023,0.343888968,-0.248883724,0.999886811,0.169275492,0.538240075,-0.055101164,0.999794602,0.647770762,0.756125629,-0.228341863,0.897738636,0.170716971,0.94900322,0.013181692,0.610021234
left,0.501498401,0.344079167,-0.239125967,0.999889076,0.169053406,0.537247479,-0.058269162,0.999796927,0.647437811,0.755614221,-0.209887221,0.899974108,0.172344342,0.948065996,0.011207031,0.612281561
left,0.500946939,0.344383329,-0.221652865,0.999890864,0.167974323,0.537693679,-0.072506681,0.999800384,0.647458911,0.754912257,-0.183239579,0.89708209,0.171396583,0.948855639,0.00122046,0.60550344
left,0.499373674,0.344392657,-0.258476794,0.999890387,0.167927131,0.535755455,-0.024867993,0.999804795,0.646167815,0.755405247,-0.245901823,0.90002656,0.171708152,0.946147263,0.05623249,0.609372139
left,0.498397201,0.344466209,-0.26094076,0.999890327,0.168103606,0.535244167,-0.031396497,0.999803603,0.645569742,0.755645692,-0.250916421,0.901515543,0.172406778,0.945259094,0.04057911,0.608157873
left,0.495604217,0.342461556,-0.249176785,0.999887764,0.167194933,0.530994236,-0.032826819,0.999796689,0.643263578,0.753506124,-0.22827737,0.901540637,0.170944288,0.944022536,0.033774029,0.606432498
left,0.491412967,0.341564715,-0.255153209,0.999887109,0.16544646,0.528105438,-0.019229669,0.999798298,0.642260194,0.753399074,-0.23154518,0.903995037,0.170241684,0.94206351,0.062934987,0.607532322
left,0.487872064,0.34060514,-0.279434651,0.999888003,0.163387328,0.532724977,0.001594175,0.999787748,0.64068383,0.75433296,-0.288339019,0.904517591,0.170775145,0.943347991,0.091145225,0.599497616
left,0.481499672,0.339587539,-0.3206653,0.999890566,0.158145458,0.538287878,0.005462599,0.999785423,0.637920618,0.754541636,-0.340983093,0.904361129,0.169388995,0.946705997,0.109638773,0.587497592
left,0.471713305,0.338567466,-0.31710723,0.999899626,0.151167929,0.538021803,0.047350686,0.999781489,0.634720087,0.749325097,-0.326388448,0.9105196,0.164941698,0.945792615,0.16329892,0.582511067
left,0.467664003,0.339335233,-0.305214673,0.99991107,0.146815926,0.552034736,0.026248831,0.999783039,0.631759524,0.747223735,-0.309842885,0.915503323,0.162500232,0.952507079,0.128877819,0.579623699
left,0.468197286,0.340739667,-0.290766507,0.999911845,0.14546901,0.562166154,-0.044510715,0.999782562,0.63149482,0.750130475,-0.293902099,0.913599193,0.16196087,0.961898208,0.030023912,0.578586876
left,0.539653003,0.337467849,-0.218436688,0.99987179,0.177338988,0.503386199,-0.099742562,0.999819458,0.67683202,0.748939216,-0.137923226,0.901020288,0.18967934,0.911505818,0.001861751,0.66422087
left,0.539600253,0.338835329,-0.210898757,0.999873877,0.177763969,0.503548324,-0.094774254,0.999821305,0.676430047,0.748219788,-0.119308889,0.902391195,0.189626694,0.914630055,0.008194825,0.663416862
left,0.540105939,0.338676423,-0.216424227,0.99987632,0.177958056,0.504161716,-0.096376926,0.999821901,0.676200628,0.745833635,-0.120842539,0.904914618,0.18890065,0.915308654,0.000738207,0.666395962
left,0.544590831,0.341262639,-0.215785056,0.999880433,0.179022059,0.506317854,-0.099928111,0.99982971,0.676415861,0.752622247,-0.118784882,0.905541837,0.187911928,0.917930186,-0.003616458,0.674348235
left,0.545384705,0.342361242,-0.21901989,0.999884486,0.181519255,0.509119153,-0.098977201,0.999831736,0.676693797,0.753329694,-0.13008824,0.909289598,0.187817782,0.91826719,0.003326203,0.678528905
left,0.550123096,0.344474018,-0.220051125,0.999880731,0.183132082,0.510061145,-0.101630345,0.999830544,0.678346038,0.755434275,-0.136624515,0.906930387,0.187955737,0.918511808,-0.00193869,0.675771356
left,0.551316261,0.34462446,-0.240130335,0.999876142,0.183886811,0.511798441,-0.100454316,0.999830186,0.679609478,0.757920146,-0.17298165,0.903935611,0.187990814,0.920972705,0.001627962,0.676496446
left,0.551494241,0.344581634,-0.238039643,0.999874711,0.184166789,0.512539268,-0.085166216,0.999830782,0.68014586,0.758300662,-0.166186839,0.902810216,0.188078895,0.920602381,0.013481172,0.678655028
left,0.550782502,0.343291372,-0.235572815,0.999873757,0.185682684,0.512444377,-0.089384772,0.999827683,0.679557145,0.755109668,-0.162430257,0.901304781,0.189269274,0.921087146,0.006493487,0.67624557
left,0.550502181,0.342142254,-0.238129571,0.999872029,0.187382177,0.51299113,-0.080865636,0.999829412,0.679572821,0.756244361,-0.160680756,0.89934504,0.189808547,0.921702147,0.011412741,0.678389251
left,0.550488055,0.341888756,-0.23663035,0.999872863,0.18818298,0.512763321,-0.083157293,0.999832749,0.67938745,0.750520587,-0.148922712,0.900946259,0.190585867,0.91970706,0.014105149,0.679589331
left,0.550537467,0.341860443,-0.227547795,0.999872208,0.188536584,0.511638999,-0.087309547,0.99983561,0.679526627,0.747014463,-0.131551698,0.90262717,0.190927699,0.918025792,0.016960884,0.682273746
left,0.551061511,0.34266004,-0.225828484,0.999873042,0.190467715,0.512394786,-0.084197335,0.999834538,0.681636393,0.74587214,-0.136789054,0.904323459,0.19234547,0.917949677,0.017494151,0.682862043
left,0.551601529,0.344393641,-0.212713525,0.99987632,0.191266924,0.511829793,-0.082797177,0.999835432,0.682638764,0.7468189,-0.129291102,0.905241728,0.193637475,0.915976942,0.013001367,0.680690885
left,0.554264426,0.345650196,-0.211228043,0.999877572,0.191958904,0.510321796,-0.084420487,0.999841392,0.684974313,0.750151575,-0.130940959,0.903609395,0.194704071,0.911040843,0.006150013,0.686274767
left,0.56045568,0.347228974,-0.221360162,0.999875247,0.196297184,0.511267424,-0.082784921,0.999840915,0.688715398,0.757383347,-0.150285363,0.901357174,0.197143048,0.9113397,0.006747024,0.687335432
left,0.567181945,0.347905725,-0.226076648,0.999877214,0.198029846,0.51199162,-0.084293619,0.999845505,0.690761805,0.760336637,-0.167802066,0.898063064,0.20049575,0.91470468,0.007601333,0.685586512
left,0.575211287,0.349278867,-0.234337538,0.999870777,0.201162964,0.51136452,-0.0920709,0.999846637,0.693676353,0.763104558,-0.169640169,0.893233359,0.200948477,0.914620936,0.00341999,0.686356127
left,0.576645136,0.351768315,-0.225489944,0.999869466,0.207091123,0.511571229,-0.104442284,0.999848127,0.697028518,0.763625026,-0.156066909,0.890080452,0.201109007,0.913845479,-0.014764078,0.685853422
left,0.580055118,0.351520002,-0.235194162,0.999867857,0.212572858,0.508962095,-0.108898424,0.999849796,0.703344345,0.762811244,-0.165056467,0.893197477,0.202419087,0.908005655,-0.012395876,0.694290698
left,0.583254933,0.353739858,-0.256267965,0.999846637,0.214244798,0.509263575,-0.11800845,0.999842942,0.704830229,0.76631999,-0.183031738,0.888137877,0.201118782,0.915206969,-0.029660236,0.692269564
left,0.584260106,0.354501575,-0.249144763,0.99982214,0.214837864,0.510284185,-0.11626669,0.999836326,0.706486344,0.768588364,-0.16540651,0.879981577,0.201492622,0.917442322,-0.025616121,0.692005217
left,0.584617257,0.354737073,-0.245678097,0.999808967,0.215208977,0.510495722,-0.108804643,0.999827743,0.706943393,0.770859718,-0.165017888,0.879790246,0.201403528,0.9177894,-0.011835065,0.692991912
left,0.586949885,0.355787337,-0.236331344,0.999795556,0.216219097,0.51023221,-0.111215554,0.999826014,0.707915902,0.78208673,-0.161536559,0.871784329,0.201187491,0.919634104,-0.017942345,0.689827561
left,0.596954882,0.355527371,-0.254915178,0.999762595,0.220439911,0.50014919,-0.124133013,0.999817073,0.714465201,0.783203423,-0.17925477,0.866399646,0.202504754,0.912689626,-0.037690572,0.699165761
left,0.600221515,0.356061548,-0.244626164,0.9997648,0.223354727,0.500859916,-0.122518614,0.999808729,0.71856904,0.784215271,-0.174770564,0.868175447,0.204403922,0.91563046,-0.036375191,0.702141225
left,0.601242542,0.354413867,-0.227283031,0.999770164,0.228847295,0.497395724,-0.128969282,0.999798477,0.721689403,0.780615628,-0.149667919,0.871089101,0.211035967,0.910624504,-0.059895288,0.705438316
left,0.602047563,0.349572539,-0.223767236,0.999764264,0.231556132,0.4915362,-0.129548952,0.999782383,0.725484908,0.777715147,-0.149530858,0.870060563,0.212419316,0.899131,-0.057481717,0.70141387
left,0.607863128,0.351891309,-0.235219285,0.999756813,0.232165426,0.493665099,-0.125036612,0.999780595,0.727287889,0.787023842,-0.171086952,0.86681664,0.212372392,0.902872145,-0.046836898,0.701518059
left,0.609741926,0.353472233,-0.222206742,0.999766231,0.232717484,0.495846063,-0.131896392,0.99979353,0.727792323,0.793225348,-0.139429554,0.866067767,0.212288618,0.915367842,-0.050377749,0.707712948
left,0.610215187,0.354784817,-0.22172454,0.999768734,0.233026937,0.496699959,-0.128078222,0.999795973,0.72784543,0.791419983,-0.138278678,0.866696835,0.21259065,0.915331542,-0.043928936,0.712492824
left,0.610194027,0.355157256,-0.218017101,0.99977529,0.233302206,0.498115659,-0.117002308,0.99980104,0.727773845,0.791076422,-0.138632685,0.864132226,0.212987021,0.915692389,-0.040409096,0.714816153
left,0.610284567,0.355086446,-0.208052486,0.999777377,0.233421043,0.49970451,-0.121732093,0.99980253,0.727742851,0.790922344,-0.133145243,0.864570379,0.213632867,0.916941941,-0.043326713,0.720638633
left,0.611115396,0.35519588,-0.210037559,0.999779105,0.233923823,0.499741405,-0.122826137,0.999804556,0.727808952,0.791150331,-0.134498566,0.862666726,0.213952184,0.916985393,-0.047129318,0.723776042
left,0.61146313,0.35537675,-0.212003872,0.99976933,0.235293895,0.504142523,-0.135201141,0.999800384,0.72770983,0.789845645,-0.135487229,0.858783662,0.214161918,0.921613753,-0.058688022,0.727311194
left,0.611155391,0.356104225,-0.213745639,0.999770224,0.23533456,0.510152221,-0.141126618,0.999798,0.724549651,0.7895509,-0.146669835,0.85450387,0.214206815,0.923817635,-0.075531647,0.727102637
left,0.600949466,0.352708191,-0.246590525,0.999747097,0.230998129,0.510880768,-0.132334292,0.999788582,0.708850801,0.781740904,-0.196517676,0.845113218,0.215185046,0.92117244,-0.044300623,0.716560483
left,0.582309783,0.348114312,-0.228415087,0.99975282,0.221540809,0.511194289,-0.126260012,0.999790728,0.698316574,0.771106303,-0.159366757,0.842773318,0.215121597,0.922306776,-0.050465785,0.708971143
left,0.574241817,0.347651362,-0.255096853,0.999758899,0.221626192,0.524082601,-0.048622139,0.999782205,0.695386469,0.767438829,-0.216620371,0.848994195,0.215318874,0.930841625,0.010536619,0.701148152
left,0.571823239,0.346142411,-0.304399788,0.999754131,0.222029179,0.530722082,-0.021131972,0.999755979,0.695780754,0.766322672,-0.287099332,0.853633165,0.21591571,0.93209058,0.039335601,0.691728771
left,0.573314786,0.335904181,-0.288014084,0.99974817,0.22221975,0.524227679,-0.039739572,0.99976474,0.697832704,0.750270784,-0.209820658,0.853823721,0.22136566,0.919059336,0.024151813,0.69102478
left,0.574289203,0.332875699,-0.310900122,0.999752164,0.229369119,0.518664181,0.035917096,0.999782383,0.700463414,0.751740873,-0.277827471,0.855465472,0.229397088,0.915486455,0.006811549,0.681680322
left,0.574816823,0.331543863,-0.314319223,0.999761045,0.231449559,0.517612278,0.026553344,0.999787152,0.702438295,0.752343118,-0.29538548,0.852789283,0.231267929,0.915165186,0.003485642,0.664634228
left,0.575582147,0.331415206,-0.334061325,0.999766529,0.231452033,0.516210496,0.019397521,0.999793828,0.704271197,0.753145456,-0.314157188,0.857355475,0.230832294,0.914656639,0.042664204,0.647655785
left,0.583004713,0.333940685,-0.329845816,0.999775589,0.232163504,0.521812618,-0.014142042,0.999800146,0.705990672,0.759304583,-0.281809151,0.863747835,0.229653686,0.922515094,0.009748959,0.652845144
left,0.591078401,0.339935452,-0.292085141,0.999781728,0.234392434,0.518917263,-0.036927104,0.999805272,0.70917654,0.772385359,-0.219942123,0.872667313,0.221501708,0.920353532,-0.02563704,0.669050813
left,0.614609361,0.357707858,-0.296149433,0.999780476,0.232568219,0.499951482,-0.053141713,0.999802351,0.720291555,0.807950616,-0.233290389,0.883268297,0.197831586,0.917509139,0.070515484,0.686460435
left,0.650081933,0.352149606,-0.318897039,0.999473393,0.256889969,0.462466121,-0.059818935,0.999621451,0.735193312,0.838445663,-0.252018124,0.685899436,0.228540063,0.903440297,0.038058333,0.629684091
left,0.638077438,0.346130252,-0.356995195,0.999531388,0.257467687,0.460724831,-0.010495188,0.999660373,0.727288246,0.830979049,-0.312312782,0.713743687,0.227911264,0.888094485,0.138476402,0.640285671
left,0.630475819,0.343843639,-0.397767544,0.999576926,0.253601611,0.461243719,-0.012252102,0.999691129,0.72098577,0.829657614,-0.354624122,0.73619312,0.227485299,0.886866808,0.165738359,0.651938677
left,0.619304061,0.344498277,-0.451565117,0.999643028,0.245932266,0.472451776,0.069578305,0.999726772,0.714691401,0.82850045,-0.44720611,0.769404173,0.225197911,0.899889827,0.200293615,0.655497074
left,0.617751479,0.345260769,-0.464095891,0.999678195,0.241293281,0.485486716,0.055745374,0.999742985,0.71402967,0.828459799,-0.470411539,0.787618697,0.2244571,0.908766091,0.192044199,0.653766334
left,0.617954254,0.34607479,-0.446374595,0.999698818,0.234828189,0.489768237,0.007722129,0.999756932,0.712800145,0.826018214,-0.438876867,0.800578713,0.222416356,0.911356688,0.10598544,0.659001291
left,0.615805566,0.346632928,-0.426715374,0.999717951,0.22757633,0.506655395,-0.033912484,0.999764323,0.711517453,0.820823014,-0.420809686,0.808168352,0.214740679,0.922899067,0.102953769,0.659406841
left,0.607062459,0.346972585,-0.424375832,0.999723971,0.220500514,0.511834741,-0.053050213,0.999769866,0.707652032,0.812826991,-0.419553459,0.812702239,0.204193026,0.923484385,0.10144566,0.660008311
left,0.586586595,0.342821807,-0.377532065,0.999682844,0.206143528,0.506077886,-0.05632887,0.999748468,0.698323667,0.782776117,-0.335857332,0.811582923,0.203180119,0.903052211,0.10754244,0.642150939
left,0.578820825,0.340730995,-0.381119281,0.99962765,0.19340995,0.497926325,-0.054398686,0.999739945,0.695121765,0.783097446,-0.350827634,0.803603232,0.192970783,0.89945817,0.110319473,0.627293408
left,0.567472398,0.339509487,-0.385021865,0.999631464,0.174449772,0.497628331,-0.029125014,0.999741137,0.694539845,0.777913809,-0.319051087,0.817443013,0.182664275,0.907781065,0.163298771,0.620784521
left,0.541648269,0.332882345,-0.377966553,0.999656796,0.155616552,0.483746797,-0.00021412,0.99976182,0.689697027,0.760739088,-0.254102468,0.840205729,0.169968754,0.899994731,0.227940127,0.628978014
left,0.539678574,0.330879509,-0.378370255,0.99967891,0.154198527,0.467642754,-0.026596745,0.999781907,0.687407017,0.761857748,-0.244499683,0.854356766,0.163425624,0.882077098,0.16236642,0.646926045
left,0.536832631,0.329449743,-0.385273874,0.999678195,0.152964756,0.469095439,-0.072919622,0.99977839,0.683624506,0.762527406,-0.274058282,0.869632125,0.165130347,0.880834281,0.114453793,0.647803545
left,0.539165378,0.33477506,-0.354237348,0.999677122,0.153504848,0.484285563,-0.102129593,0.99978286,0.683439493,0.770155966,-0.251483381,0.872657061,0.164911181,0.903478563,0.035662346,0.643562019
left,0.53987968,0.336365253,-0.349286705,0.999686956,0.154321179,0.485135049,-0.071773782,0.999788225,0.683266997,0.772063136,-0.266504109,0.877649248,0.164747849,0.903242648,0.045843583,0.644426942
left,0.540306985,0.336179346,-0.338522673,0.999706268,0.156681716,0.487906843,-0.075889498,0.999791682,0.683172047,0.769579649,-0.248732522,0.883583009,0.165259436,0.904648542,0.058356263,0.642216027
left,0.540581107,0.3363792,-0.367090195,0.999733925,0.157986298,0.4881652,-0.048753239,0.999802113,0.68307054,0.769643664,-0.276124716,0.891792834,0.165854782,0.907083452,0.106953368,0.646874726
left,0.542104125,0.336763054,-0.356398374,0.999741554,0.158091813,0.488854051,-0.049769372,0.999803901,0.68326807,0.771075547,-0.267108023,0.892660618,0.165566102,0.909309626,0.099155061,0.64493686
left,0.548851669,0.337465316,-0.336576998,0.999759018,0.160966426,0.49145025,-0.096261397,0.999810636,0.68651849,0.774750352,-0.2478908,0.896518052,0.167647436,0.907527864,0.030388411,0.648683548
left,0.552786469,0.337791651,-0.322360903,0.999775589,0.166238353,0.502074003,-0.113191262,0.999815643,0.68983382,0.77512759,-0.230797574,0.895778656,0.171996117,0.914505363,-0.004484839,0.64862138
left,0.555046856,0.340372145,-0.310342729,0.999782979,0.16887404,0.504048228,-0.110367522,0.999815762,0.690919757,0.775858819,-0.230488852,0.894980252,0.176696897,0.915136933,0.004766087,0.647010863
left,0.55889678,0.346258223,-0.277314246,0.99980247,0.17009005,0.508207738,-0.1257606,0.999819815,0.69206512,0.779004097,-0.192058757,0.896038055,0.178142324,0.915515006,-0.016604992,0.646049619
left,0.55191052,0.34698841,-0.33318451,0.999780774,0.159801498,0.506827295,-0.087840036,0.999813139,0.690650642,0.778951228,-0.247737885,0.893264651,0.162903458,0.918947756,0.054108392,0.643349648
left,0.548282921,0.347141862,-0.338769555,0.999757171,0.1492645,0.505155206,-0.09364672,0.999806106,0.688951313,0.779860437,-0.245700359,0.885755718,0.156334698,0.924746931,0.039276127,0.635903418
left,0.526275456,0.339089066,-0.357576519,0.999763846,0.135184556,0.499940574,-0.06183973,0.999799192,0.685838997,0.774626195,-0.267200887,0.889611125,0.151257366,0.924479842,0.095371976,0.629668474
